Unnamed: 0,star_name,distance_l,distance_par,diameter,class,mag,mag_a,visual_lum,color,distance_type,log_diameter,B-V,star_temp
816,Eta Crucis,64.22,19.69,1.31,III,+4.14,+2.67,7.442,"B-V= +0.34, U-B= +0.02, R-I= +0.20",80,0.11727129565576426,0.34,6863.1
817,Alpha Corvi,48.2,14.8,1.37,IV-V,+4.02,+3.17,4.68,"B-V= +0.32, U-B= -0.02, R-I= +0.20",60,0.1367205671564068,0.32,6951.65
825,Bonner Durchmusterung -5°3450,142.0,43.6,0.7,,+9.96,+6.76,0.17,"B-V= +1.00, U-B= +0.80, R-I= +0.52",160,-0.1549019599857432,1.0,4958.1
830,Delta Ursae Majoris,81.4,25.0,2.17,V,+3.31,+1.33,25.7,"B-V= +0.08, U-B= +0.07",100,0.33645973384852945,0.08,8296.5
836,Bonner Durchmusterung +26°2329,198.0,60.6,2.02,IV,+6.14,+2.23,11.1,"B-V= +0.30, U-B= +0.08",200,0.3053513694466237,0.3,7043.12
837,Bonner Durchmusterung +42°2296,52.2,16.0,0.66,V,+9.42,+8.40,0.038,"B-V= +1.36, U-B= +1.22, R-I= +0.60",60,-0.18045606445813128,1.36,4365.15
839,Bonner Durchmusterung +13°2529a,69.2,21.2,0.64,V,+10.20,+8.57,0.033,"B-V= +1.44, U-B= +1.25, R-I= +0.72",80,-0.19382002601611278,1.44,4256.19
840,Bonner Durchmusterung +32°2241,177.0,54.4,0.73,IV,+8.81,+5.13,0.77,"B-V= +0.74, U-B= +0.36",180,-0.13667713987954408,0.74,5534.36
844,Bonner Durchmusterung -17°3632,81.4,24.9,0.66,V,+9.24,+7.26,0.11,"B-V= +1.24, U-B= +1.20, R-I= +0.48",100,-0.18045606445813128,1.24,4542.45
846,Cordoba Durchmusterung -30°9942,127.0,39.0,0.75,V,+9.06,+6.11,0.31,"B-V= +0.79, U-B= +0.24, R-I= +0.26",140,-0.12493873660829993,0.79,5410.68
848,Bonner Durchmusterung -2°3528,170.0,52.1,0.72,V,+9.02,+5.44,0.58,"B-V= +0.70, U-B= +0.13, R-I= +0.26",180,-0.14266750356873154,0.7,5638.54
851,Eta Corvi,59.4,18.2,1.51,IV,+4.30,+3.00,5.50,"B-V= +0.37, U-B= +0.01, R-I= +0.21",60,0.17897694729316943,0.37,6735.41
852,Cape Photographic Durchmusterung -68°1684,52.8,16.2,0.8,V,+7.13,+6.09,0.32,"B-V= +0.85, U-B= +0.48, R-I= +0.29",60,-0.09691001300805638,0.85,5271.04
853,Bonner Durchmusterung +34°2333,374.0,115.0,13.6,III,+6.24,+0.94,36.5,"B-V= +1.05, U-B= +0.90",380,1.1335389083702174,1.05,4863.75
854,Beta Canum Venaticorum,27.3,8.371,1.107,V,+4.26,+4.65,1.203,"B-V= +0.59, U-B= +0.05, R-I= +0.21",40,0.044147620878722794,0.59,5952.29
859,Bonner Durchmusterung +80°389,117.0,35.8,0.89,V,+6.99,+4.22,1.78,"B-V= +0.59, U-B= +0.12",120,-0.0506099933550872,0.59,5952.29
860,Bruce Proper Motion 37093,54.0,17.0,0.0029,wd,+13.96,+12.87,0.0006,"B-V= +0.18, U-B= -0.70",60,-2.537602002101044,0.18,7662.78
864,Bonner Durchmusterung +16°2404,46.6,14.3,1.29,V?,+7.95,+7.18,0.12,"B-V= +1.12, U-B= +1.02, R-I= +0.44",60,0.11058971029924895,1.12,4738.91
867,Bonner Durchmusterung +52°1650,49.1,15.1,0.85,V,+7.04,+6.15,0.30,"B-V= +0.94, U-B= +0.72",60,-0.07058107428570727,0.94,5077.58
868,10 Canum Venaticorum,56.7,17.4,0.97,V,+5.96,+4.76,1.08,"B-V= +0.55, U-B= -0.03, R-I= +0.22",60,-0.013228265733755159,0.55,6077.61
875,Bonner Durchmusterung +25°2568,56.0,17.2,1.05,V,+6.30,+5.12,0.78,"B-V= +0.70, U-B= +0.26, R-I= +0.23",60,0.021189299069938092,0.7,5638.54
876,Bonner Durchmusterung +61°1320,78.8,24.2,1.19,V,+5.84,+3.93,2.34,"B-V= +0.46, U-B= -0.04",80,0.07554696139253074,0.46,6385.41
882,Bonner Durchmusterung +0°2989,35.2,10.8,0.81,V,+8.49,+8.33,0.041,"B-V= +1.40, U-B= +1.26, R-I= +0.66",40,-0.09151498112135022,1.4,4309.81
884,38 Virginis,106.0,32.5,1.04,V,+6.12,+3.56,3.27,"B-V= +0.50, U-B= +0.04, R-I= +0.16",120,0.017033339298780367,0.5,6243.9
885,Cordoba Durchmusterung -39°7893,155.0,47.6,3.22,III,+4.28,+0.89,38.4,"B-V= +0.21, U-B= +0.12, R-I= +0.13",160,0.5078558716958309,0.21,7495.28
886,Cordoba Durchmusterung -43°7953,130.0,39.7,2.73,V?,+5.88,+2.88,6.12,"B-V= +0.64, U-B= +0.25, R-I= +0.18",140,0.436162647040756,0.64,5804.4
887,Bonner Durchmusterung -13°3627,75.6,23.2,0.69,V,+9.11,+7.29,0.11,"B-V= +1.12, U-B= +1.00, R-I= +0.43",80,-0.1611509092627447,1.12,4738.91
888,Wolf 457,51.0,15.6,0.0096,wd,+15.79,+14.82,0.00010,"B-V= +0.64, U-B= -0.10",60,-2.0177287669604316,0.64,5804.4
889,Bonner Durchmusterung -1°2754,84.3,25.8,0.67,V,+9.78,+7.72,0.071,"B-V= +1.20, U-B= +1.15, R-I= +0.50",100,-0.17392519729917352,1.2,4605.65
893,Cape Photographic Durchmusterung -51°5750,51.2,15.7,0.72,V,+9.05,+8.07,0.051,"B-V= +1.37, U-B= +1.27, R-I= +0.58",60,-0.14266750356873154,1.37,4351.15
894,Bonner Durchmusterung +50°1979,71.4,21.9,0.71,V,+9.31,+7.61,0.079,"B-V= +1.17, U-B= +1.04, R-I= +0.46",80,-0.14874165128092473,1.17,4654.51
895,40 Comae Berenices,75.0,23.0,11.0,III,+5.83 (increasing to +5.33),+4.02 (increasing to +3.52),2.1 (increasing to  3.4),"B-V= +1.59, U-B= +1.63, R-I= +1.31",80,1.041392685158225,1.59,4069.06
898,Bonner Durchmusterung +6°2697,85.7,26.3,0.95,IV,+6.80,+4.70,1.15,"B-V= +0.67, U-B= +0.18, R-I= +0.20",100,-0.02227639471115225,0.67,5719.97
899,Bonner Durchmusterung -21°3660,88.6,27.2,0.79,V,+7.36,+5.19,0.73,"B-V= +0.73, U-B= +0.27, R-I= +0.37",100,-0.10237290870955855,0.73,5559.95
900,RS Canum Venaticorum,353.0,108.0,5.1,IV,+8.11 (increasing to +7.91),+2.94 (increasing to +2.74),5.8 (increasing to  7.0),"B-V= +0.58, U-B= +0.07",360,0.7075701760979363,0.58,5983.01
901,Cordoba Durchmusterung -37°8437,66.8,20.5,2.09,V,+4.85,+3.29,4.20,"B-V= +0.70, U-B= +0.31, R-I= +0.24",80,0.32014628611105395,0.7,5638.54
902,Beta Comae Berenices,29.86,9.155,1.191,V,+4.26,+4.45,1.447,"B-V= +0.57, U-B= +0.07, R-I= +0.21",40,0.07591176148277752,0.57,6014.13
910,57 Virginis,127.0,38.9,5.69,IV,+5.22,+2.27,10.8,"B-V= +1.03, U-B= +0.87, R-I= +0.48",140,0.7551122663950711,1.03,4900.95
911,59 Virginis,58.5,18.0,1.0,V,+5.21,+3.94,2.32,"B-V= +0.58, U-B= +0.10, R-I= +0.20",60,0.0,0.58,5983.01
913,61 Virginis,27.81,8.525,1.063,V,+4.74,+5.09,0.805,"B-V= +0.71, U-B= +0.26, R-I= +0.23",40,0.026533264523296733,0.71,5612.04
915,Bonner Durchmusterung +85°222,175.0,53.6,0.87,V,+7.28,+3.63,3.08,"B-V= +0.50, U-B= +0.02",180,-0.06048074738138147,0.5,6243.9
917,Iota Centauri,58.6,18.0,1.93,V,+2.75,+1.48,22.4,"B-V= +0.04, U-B= +0.03, R-I= +0.00",60,0.2855573090077737,0.04,8588.92
922,Alcor,81.2,24.9,1.76,V,+4.01,+2.03,13.4,"B-V= +0.17, U-B= +0.08",100,0.24551266781414982,0.17,7720.72
923,Cordoba Durchmusterung -23°11071,99.0,30.3,0.72,V,+8.78,+6.36,0.25,"B-V= +0.89, U-B= +0.63, R-I= +0.34",100,-0.14266750356873154,0.89,5182.82
925,69 Virginis,258.0,79.2,18.7,III,+4.75,+0.26,68.5,"B-V= +1.10, U-B= +1.06, R-I= +0.36",260,1.2718416065364988,1.1,4773.76
926,70 Virginis,59.1,18.1,1.95,Va,+4.98,+3.69,2.92,"B-V= +0.71, U-B= +0.26, R-I= +0.24",60,0.290034611362518,0.71,5612.04
932,Cordoba Durchmusterung -38°8635,98.6,30.2,0.92,V,+7.29,+4.89,0.97,"B-V= +0.67, U-B= +0.16, R-I= +0.18",100,-0.03621217265444471,0.67,5719.97
935,EQ Virginis,64.5,19.8,0.68,V,+11.90 (increasing to +8.60),+10.42 (increasing to +7.12),0.0059 (increasing to  0.12),"B-V= +1.21, U-B= +1.04, R-I= +0.54",80,-0.16749108729376364,1.21,4589.64
936,Zeta Virginis,73.2,22.4,1.76,V,+3.38,+1.62,19.6,"B-V= +0.11, U-B= +0.10, R-I= +0.06",80,0.24551266781414982,0.11,8092.89
942,Bonner Durchmusterung -3°3508,47.4,14.5,0.63,,+9.61,+8.79,0.026,"B-V= +1.40, U-B= +1.20, R-I= +0.65",60,-0.20065945054641826,1.4,4309.81
944,Bonner Durchmusterung +0°3090,77.3,23.7,0.61,V,+9.76,+7.89,0.061,"B-V= +1.30, U-B= +1.29, R-I= +0.55",80,-0.21467016498923294,1.3,4451.59
948,Cordoba Durchmusterung -32°9603,62.8,19.3,1.68,IV,+4.22,+2.79,6.65,"B-V= +0.38, U-B= +0.00, R-I= +0.22",80,0.22530928172586281,0.38,6694.15
949,Bonner Durchmusterung +15°2620,17.71,5.431,0.689,V,+8.46,+9.79,0.0106,"B-V= +1.44, U-B= +1.09, R-I= +0.86",20,-0.1617807780923742,1.44,4256.19
951,Eggen/Greenstein white dwarf 360,64.8,19.9,0.0111,wd,+15.08,+13.59,0.00032,"B-V= +0.38, U-B= -0.48",80,-1.9546770212133424,0.38,6694.15
952,Bonner Durchmusterung -21°3781,46.3,14.2,1.13,V,+8.16,+7.40,0.095,"B-V= +1.26, U-B= +1.25, R-I= +0.49",60,0.05307844348341968,1.26,4511.65
953,Cordoba Durchmusterung -23°11329,65.0,19.9,0.91,V,+6.43,+4.94,0.92,"B-V= +0.69, U-B= +0.27, R-I= +0.28",80,-0.040958607678906384,0.69,5665.36
954,Cordoba Durchmusterung -50°8092,53.6,16.4,0.78,V,+7.37,+6.29,0.26,"B-V= +0.90, U-B= +0.56, R-I= +0.35",60,-0.10790539730951958,0.9,5161.34
959,Eta Boötis,36.99,11.34,2.609,IV,+2.68,+2.41,9.493,"B-V= +0.58, U-B= +0.20, R-I= +0.20",40,0.4164740791002207,0.58,5983.01
961,Cordoba Durchmusterung -33°9467,119.0,36.4,0.81,V,+8.16,+5.35,0.63,"B-V= +0.68, U-B= +0.16, R-I= +0.24",120,-0.09151498112135022,0.68,5692.5
962,Bonner Durchmusterung +23°2640,77.7,23.8,0.73,V,+9.02,+7.13,0.12,"B-V= +1.16, U-B= +1.12, R-I= +0.44",80,-0.13667713987954408,1.16,4671.09
963,Bonner Durchmusterung -1°2892,33.2,10.2,0.55,V,+9.71,+9.67,0.012,"B-V= +1.46, U-B= +1.17, R-I= +0.86",40,-0.2596373105057561,1.46,4229.99
966,Bonner Durchmusterung +11°2625,54.1,16.6,1.02,V,+6.29,+5.19,0.73,"B-V= +0.74, U-B= +0.29, R-I= +0.26",60,0.008600171761917567,0.74,5534.36
967,Pi Hydrae,101.0,31.1,16.4,III,+3.27,+0.80,41.6,"B-V= +1.12, U-B= +1.04, R-I= +0.40",120,1.2148438480476977,1.12,4738.91
968,Theta Centauri,60.9,18.7,12.9,IIIb,+2.06,+0.70,45.8,"B-V= +1.01, U-B= +0.87, R-I= +0.36",80,1.1105897102992488,1.01,4938.87
969,Cape Photographic Durchmusterung -74°1142,93.5,28.7,1.63,V,+6.02,+3.73,2.80,"B-V= +0.58, U-B= +0.06, R-I= +0.20",100,0.21218760440395776,0.58,5983.01
970,Cape Photographic Durchmusterung -60°5215,156.0,47.7,0.71,V,+9.68,+6.28,0.27,"B-V= +0.78, U-B= +0.28, R-I= +0.29",160,-0.14874165128092473,0.78,5434.86
971,12 Boötis,120.0,36.7,3.15,IV,+4.82,+2.00,13.9,"B-V= +0.53, U-B= +0.07",140,0.4983105537896005,0.53,6142.78
974,50 Hydrae,229.0,70.3,15.6,III,+5.09,+0.85,39.8,"B-V= +1.15, U-B= +1.13, R-I= +0.54",240,1.1931245983544614,1.15,4687.82
979,Cordoba Durchmusterung -44°9181,68.7,21.0,1.29,V,+6.31,+4.70,1.15,"B-V= +0.60, U-B= +0.07, R-I= +0.32",80,0.11058971029924895,0.6,5921.96
980,Arcturus,36.71,11.25,31.45,III ,-0.05,-0.31,115.6,"B-V= +1.20, U-B= +1.26, R-I= +0.47",40,1.4976206497812876,1.2,4605.65
981,Iota Virginis,69.8,21.4,2.69,III,+4.08,+2.43,9.31,"B-V= +0.52, U-B= +0.04, R-I= +0.16",80,0.42975228000240795,0.52,6176.03
982,Lambda Boötis,97.1,29.8,1.92,V-VI,+4.18,+1.81,16.4,"B-V= +0.08, U-B= +0.05",100,0.28330122870354957,0.08,8296.5
983,Bonner Durchmusterung -6°3964,107.0,32.8,1.9,V,+6.47,+3.89,2.42,"B-V= +0.73, U-B= +0.35, R-I= +0.22",120,0.2787536009528289,0.73,5559.95
985,Cape Photographic Durchmusterung -58°5467,38.6,11.83,1.272,V,+6.65,+6.29,0.266,"B-V= +1.03, U-B= +0.94, R-I= +0.34",40,0.10448711131239508,1.03,4900.95
986,Bonner Durchmusterung -5°3853,70.2,21.5,0.73,,+9.12,+7.46,0.091,"B-V= +1.30, U-B= +1.18, R-I= +0.56",80,-0.13667713987954408,1.3,4451.59
987,18 Boötis,85.1,26.1,1.46,V,+5.41,+3.32,4.08,"B-V= +0.38, U-B= -0.03",100,0.16435285578443706,0.38,6694.15
988,Cape Photographic Durchmusterung -39°6278,89.5,27.4,0.74,V,+9.05,+6.86,0.16,"B-V= +1.10, U-B= +1.05, R-I= +0.47",100,-0.1307682802690238,1.1,4773.76
990,Bonner Durchmusterung +1°2920,57.4,17.6,0.93,V,+6.27,+5.04,0.84,"B-V= +0.63, U-B= +0.09, R-I= +0.23",60,-0.031517051446064856,0.63,5833.24
991,Cordoba Durchmusterung -51°8206,124.0,38.1,0.8,V,+7.83,+4.93,0.93,"B-V= +0.70, U-B= +0.21, R-I= +0.34",140,-0.09691001300805638,0.7,5638.54
1000,Bonner Durchmusterung -7°3856,53.9,16.5,0.69,V,+9.40,+8.31,0.041,"B-V= +1.40, U-B= +1.22, R-I= +0.66",60,-0.1611509092627447,1.4,4309.81
1002,Bonner Durchmusterung +36°2500,71.7,22.0,0.74,V,+8.70,+6.99,0.14,"B-V= +1.04, U-B= +0.91, R-I= +0.40",80,-0.1307682802690238,1.04,4882.26
1008,Bonner Durchmusterung +53°1719,43.78,13.42,0.8,V,+7.25,+6.61,0.198,"B-V= +0.99, U-B= +0.84",60,-0.09691001300805638,0.99,4977.53
1009,Sigma Boötis,50.4,15.5,1.2,V,+4.46,+3.52,3.41,"B-V= +0.36, U-B= -0.08",60,0.0791812460476248,0.36,6777.31
1011,Cape Photographic Durchmusterung -67°2616,91.9,28.2,1.39,V,+6.03,+3.78,2.67,"B-V= +0.50, U-B= -0.02, R-I= +0.16",100,0.14301480025409502,0.5,6243.9
1015,Bonner Durchmusterung +64°1017,111.0,33.9,0.85,V,+7.54,+4.88,0.97,"B-V= +0.61, U-B= +0.03",120,-0.07058107428570727,0.61,5892.01
1016,Mu Virginis,60.9,18.7,2.01,III,+3.87,+2.52,8.58,"B-V= +0.38, U-B= -0.02",80,0.3031960574204888,0.38,6694.15
1018,Omicron Boötis,225.0,69.1,17.8,III,+4.63,+0.44,58.3,"B-V= +0.98, U-B= +0.75",240,1.2504200023088938,0.98,4997.14
1023,Bonner Durchmusterung +7°2850,100.0,30.7,0.71,V,+9.08,+6.64,0.19,"B-V= +0.96, U-B= +0.76, R-I= +0.36",120,-0.14874165128092473,0.96,5036.96
1024,Alpha(1) Librae,77.2,23.7,1.08,IV-V,+5.15,+3.28,4.24,"B-V= +0.41, U-B= -0.03, R-I= +0.11",80,0.03342375548694973,0.41,6574.07
1025,Bonner Durchmusterung +24°2786,58.5,17.9,0.94,V,+5.86,+4.59,1.27,"B-V= +0.56, U-B= +0.02, R-I= +0.20",60,-0.026872146400301365,0.56,6045.66
1026,Alpha(2) Librae,77.2,23.7,2.95,IV,+2.75,+0.88,38.9,"B-V= +0.15, U-B= +0.09, R-I= -0.03",80,0.4698220159781629,0.15,7839.96
1027,Cordoba Durchmusterung -23°11940,55.3,17.0,0.76,V,+7.82,+6.67,0.19,"B-V= +1.00, U-B= +0.88, R-I= +0.36",60,-0.11918640771920865,1.0,4958.1
1029,Bonner Durchmusterung +19°2881,37.62,11.54,1.004,V,+6.02,+5.71,0.453,"B-V= +0.84, U-B= +0.49, R-I= +0.30",40,0.0017337128090005312,0.84,5293.69
1032,Bonner Durchmusterung +54°1716,78.0,23.9,0.84,V,+7.77,+5.88,0.39,"B-V= +0.78, U-B= +0.33",80,-0.07572071393811836,0.78,5434.86
1033,16 Librae,91.0,27.9,1.98,V,+4.48,+2.26,10.9,"B-V= +0.32, U-B= +0.05",100,0.29666519026153104,0.32,6951.65
1034,Cordoba Durchmusterung -48°9494,80.0,24.5,1.42,V,+6.35,+4.40,1.51,"B-V= +0.71, U-B= +0.27, R-I= +0.26",100,0.15228834438305644,0.71,5612.04
1039,Bonner Durchmusterung -10°4011,63.6,19.5,0.69,V,+9.49,+8.04,0.053,"B-V= +1.40, U-B= +1.28, R-I= +0.63",80,-0.1611509092627447,1.4,4309.81
1046,Bonner Durchmusterung +64°1046,144.0,44.3,0.76,V,+8.43,+5.20,0.73,"B-V= +0.68, U-B= +0.11",160,-0.11918640771920865,0.68,5692.5
1047,45 Boötis,64.3,19.7,1.36,V,+4.93,+3.46,3.61,"B-V= +0.43, U-B= -0.02, R-I= +0.17",80,0.13353890837021754,0.43,6496.95
1050,Bonner Durchmusterung -0°2941,134.0,41.0,0.73,V,+9.28,+6.21,0.29,"B-V= +0.78, U-B= +0.38, R-I= +0.42",140,-0.13667713987954408,0.78,5434.86
1053,Beta Circini,96.6,29.6,1.85,V,+4.06,+1.70,18.1,"B-V= +0.09, U-B= +0.09, R-I= +0.05",100,0.2671717284030138,0.09,8227.22
1054,Bonner Durchmusterung +67°876,82.6,25.3,1.9,V,+5.14,+3.12,4.92,"B-V= +0.53, U-B= +0.08",100,0.2787536009528289,0.53,6142.78
1057,Gliese 581,20.4,6.27,0.38,V,+10.57 (increasing to +10.56),+11.58 (increasing to +11.58),0.0020 (increasing to  0.0020),"B-V= +1.60, U-B= +1.23, R-I= +1.10",40,-0.4202164033831898,1.6,4057.31
1058,Nu(2) Lupi,47.5,14.6,1.05,V,+5.65,+4.84,1.01,"B-V= +0.65, U-B= +0.06, R-I= +0.22",60,0.021189299069938092,0.65,5775.91
1063,Bonner Durchmusterung +1°3071,82.9,25.4,0.82,V,+8.28,+6.26,0.27,"B-V= +1.00, U-B= +0.86, R-I= +0.32",100,-0.08618614761628333,1.0,4958.1
1067,Cape Photographic Durchmusterung -49°8137,81.0,25.0,0.81,V,+7.67,+5.70,0.5,"B-V= +0.77, U-B= +0.25, R-I= +0.32",100,-0.09151498112135022,0.77,5459.32
1069,Cordoba Durchmusterung -40°9712,19.35,5.934,0.29,V-VI,+9.31,+10.44,0.00579,"B-V= +1.52, U-B= +1.11, R-I= +1.05",20,-0.5376020021010439,1.52,4153.78
1072,Gamma Librae,152.0,46.7,10.8,III,+3.91,+0.56,51.8,"B-V= +1.00, U-B= +0.74",160,1.0334237554869496,1.0,4958.1
1073,Bonner Durchmusterung +40°2903,72.6,22.3,0.83,V,+7.65,+5.91,0.38,"B-V= +0.96, U-B= +0.76, R-I= +0.29",80,-0.0809219076239261,0.96,5036.96
1074,Cordoba Durchmusterung -44°10310,57.1,17.5,1.39,IV-V,+4.62,+3.41,3.78,"B-V= +0.40, U-B= -0.03, R-I= +0.24",60,0.14301480025409502,0.4,6613.49
1076,Bonner Durchmusterung -10°4149,83.0,25.0,0.7,VI,+7.21,+5.19,0.7,"B-V= +0.49, U-B= -0.21, R-I= +0.22",100,-0.1549019599857432,0.49,6278.54
1077,Alpha Serpentis,73.2,22.5,12.5,III,+2.60,+0.84,40.0,"B-V= +1.17, U-B= +1.24, R-I= +0.38",80,1.0969100130080565,1.17,4654.51
1079,Lambda Serpentis,38.34,11.75,1.39,V,+4.42,+4.07,2.049,"B-V= +0.60, U-B= +0.11, R-I= +0.20",40,0.14301480025409502,0.6,5921.96
1082,Epsilon Serpentis,70.3,21.6,1.85,V,+3.71,+2.04,13.3,"B-V= +0.15, U-B= +0.11, R-I= +0.06",80,0.2671717284030138,0.15,7839.96
1085,39 Serpentis,57.0,17.5,0.98,V,+6.09,+4.87,0.98,"B-V= +0.60, U-B= +0.00, R-I= +0.22",60,-0.00877392430750515,0.6,5921.96
1086,Chi Herculis,51.71,15.85,2.726,V,+4.62,+3.62,3.103,"B-V= +0.57, U-B= +0.00, R-I= +0.21",60,0.43552585149865475,0.57,6014.13
1088,Lambda Coronae Borealis,135.0,41.5,1.09,IV,+5.44,+2.35,9.98,"B-V= +0.33, U-B= +0.03",140,0.037426497940623665,0.33,6907.02
1089,Gamma Serpentis,36.27,11.12,1.912,V,+3.85,+3.61,3.121,"B-V= +0.48, U-B= -0.03, R-I= +0.14",40,0.2814878879400812,0.48,6313.67
1090,Cordoba Durchmusterung -42°10934,47.8,14.7,0.77,V,+8.06,+7.23,0.11,"B-V= +1.12, U-B= +1.03, R-I= +0.43",60,-0.11350927482751812,1.12,4738.91
1091,Bonner Durchmusterung +64°1102,142.0,43.6,0.7,V-VI,+9.54,+6.34,0.25,"B-V= +0.89, U-B= +0.59",160,-0.1549019599857432,0.89,5182.82
1092,Bonner Durchmusterung +28°2503,85.1,26.1,0.83,V,+8.02,+5.94,0.37,"B-V= +0.77, U-B= +0.30, R-I= +0.27",100,-0.0809219076239261,0.77,5459.32
1094,Cordoba Durchmusterung -45°10373,213.0,65.2,0.67,IV,+7.52,+3.45,3.65,"B-V= +0.74, U-B= +0.38, R-I= +0.35",220,-0.17392519729917352,0.74,5534.36
1095,Bonner Durchmusterung +65°1092,158.0,48.4,0.75,V,+9.04,+5.62,0.49,"B-V= +0.86, U-B= +0.56",160,-0.12493873660829993,0.86,5248.64
1097,49 Librae,107.0,32.8,2.11,V?,+5.47,+2.89,6.07,"B-V= +0.52, U-B= +0.03, R-I= +0.16",120,0.3242824552976926,0.52,6176.03
1098,Rho Coronae Borealis,56.8,17.4,1.35,V,+5.42,+4.21,1.80,"B-V= +0.60, U-B= +0.08",60,0.13033376849500614,0.6,5921.96
1100,Theta Draconis,68.2,20.9,4.23,IV-V,+4.00,+2.40,9.54,"B-V= +0.52, U-B= +0.10",80,0.6263403673750423,0.52,6176.03
1102,Bonner Durchmusterung +25°3020,70.1,21.5,0.87,V,+7.10,+5.44,0.58,"B-V= +0.77, U-B= +0.33, R-I= +0.28",80,-0.06048074738138147,0.77,5459.32
1103,Bonner Durchmusterung -20°4399,60.5,18.5,0.85,V,+7.40,+6.06,0.33,"B-V= +1.04, U-B= +0.94, R-I= +0.38",80,-0.07058107428570727,1.04,4882.26
1105,Cape Photographic Durchmusterung -70°2163,87.4,26.8,0.88,V,+7.23,+5.08,0.81,"B-V= +0.72, U-B= +0.31, R-I= +0.35",100,-0.05551732784983136,0.72,5585.84
1106,Bonner Durchmusterung +81°541,528.0,162.0,0.85,II-III,+7.57,+1.52,21.4,"B-V= +1.06, U-B= +0.96",540,-0.07058107428570727,1.06,4845.41
1108,Bonner Durchmusterung +39°2950,76.6,23.5,0.74,V,+8.60,+6.74,0.17,"B-V= +0.96, U-B= +0.71",80,-0.1307682802690238,0.96,5036.96
1111,Cape Photographic Durchmusterung -56°7345,46.8,14.4,0.8,V,+7.11,+6.32,0.26,"B-V= +0.85, U-B= +0.48, R-I= +0.38",60,-0.09691001300805638,0.85,5271.04
1112,14 Herculis,59.2,18.1,0.88,V,+6.64,+5.35,0.63,"B-V= +0.88, U-B= +0.66",60,-0.05551732784983136,0.88,5204.53
1114,Cape Photographic Durchmusterung -57°7690,44.8,13.7,0.79,V,+7.53,+6.84,0.16,"B-V= +0.83, U-B= +0.28, R-I= +0.32",60,-0.10237290870955855,0.83,5316.58
1116,18 Scorpii,45.7,14.0,1.03,V,+5.50,+4.77,1.08,"B-V= +0.65, U-B= +0.16, R-I= +0.22",60,0.012837224705172215,0.65,5775.91
1118,Bonner Durchmusterung +71°775,133.0,40.7,0.85,V,+7.90,+4.85,1.00,"B-V= +0.63, U-B= +0.22",140,-0.07058107428570727,0.63,5833.24
1119,Epsilon Ophiuchi,108.0,33.0,15.6,IIIb,+3.23,+0.64,48.1,"B-V= +0.96, U-B= +0.75",120,1.1931245983544614,0.96,5036.96
1121,Cordoba Durchmusterung -27°10902,134.0,41.2,0.87,V,+7.68,+4.60,1.26,"B-V= +0.61, U-B= +0.12",140,-0.06048074738138147,0.61,5892.01
1122,Gamma(2) Normae,128.0,39.1,6.97,III,+4.02,+1.06,32.9,"B-V= +1.08, U-B= +1.16, R-I= +0.41",140,0.8432327780980093,1.08,4809.25
1126,Sigma Serpentis,89.2,27.4,2.35,V,+4.82,+2.64,7.68,"B-V= +0.34, U-B= +0.04",100,0.3710678622717362,0.34,6863.1
1128,Bonner Durchmusterung -13°4418,70.2,21.5,0.74,V,+8.40,+6.74,0.18,"B-V= +0.96, U-B= +0.72, R-I= +0.34",80,-0.1307682802690238,0.96,5036.96
1131,Zeta Trianguli Australis,39.48,12.11,1.119,V,+4.90,+4.49,1.399,"B-V= +0.55, U-B= +0.04, R-I= +0.19",40,0.04883008652835003,0.55,6077.61
1133,Eggen/Greenstein white dwarf 327,73.6,22.6,0.0096,wd,+16.13,+14.36,0.00016,"B-V= +0.38, U-B= -0.45",80,-2.0177287669604316,0.38,6694.15
1134,Bonner Durchmusterung +7°3180,57.8,17.7,0.73,V,+8.83,+7.59,0.080,"B-V= +1.23, U-B= +1.22, R-I= +0.50",60,-0.13667713987954408,1.23,4558.04
1135,Gamma Apodis,160.0,48.9,11.0,IV,+3.88,+0.43,58.4,"B-V= +0.91, U-B= +0.62, R-I= +0.44",180,1.041392685158225,0.91,5140.08
1137,Ross 640,51.0,15.6,0.014,wd,+13.85,+12.88,0.00061,"B-V= +0.17, U-B= -0.67",60,-1.853871964321762,0.17,7720.72
1139,Wolf 1061,13.91,4.264,0.3,V,+10.10,+11.95,0.00145,"B-V= +1.58, U-B= +1.18, R-I= +1.20",20,-0.5228787452803376,1.58,4080.9
1140,Cordoba Durchmusterung -38°11019,80.3,24.6,0.84,V,+7.24,+5.29,0.67,"B-V= +0.86, U-B= +0.48, R-I= +0.34",100,-0.07572071393811836,0.86,5248.64
1142,Bonner Durchmusterung +3°3215,139.0,42.6,0.74,V,+8.85,+5.70,0.46,"B-V= +0.88, U-B= +0.54, R-I= +0.34",140,-0.1307682802690238,0.88,5204.53
1145,12 Ophiuchi,31.89,9.778,1.335,V,+5.76,+5.81,0.412,"B-V= +0.82, U-B= +0.42, R-I= +0.28",40,0.125481265700594,0.82,5339.72
1146,Bonner Durchmusterung +80°519,88.8,27.2,0.87,V,+7.03,+4.85,1.00,"B-V= +0.62, U-B= +0.06",100,-0.06048074738138147,0.62,5862.44
