Unnamed: 0,star_name,distance_l,distance_par,diameter,class,mag,mag_a,visual_lum,color,distance_type,log_diameter,B-V,star_temp
1926,Cordoba Durchmusterung -33°8130,183.0,56.2,0.88,,+7.35,+3.60,3.16,,200,-0.05551732784983136,1.0,4958.1
1927,Bonner Durchmusterung -11°3246,74.0,23.0,0.98,V,+6.81,+5.03,0.8,,80,-0.00877392430750515,1.0,4958.1
1928,Cape Photographic Durchmusterung -45°5806,65.6,20.1,0.77,V,+8.44,+6.92,0.15,"B-V= +1.14, U-B= +1.07, R-I= +0.54",80,-0.11350927482751812,1.14,4704.7
1931,Bonner Durchmusterung +55°1519,50.0,15.3,0.6,V,+9.77,+8.84,0.025,"B-V= +1.43, U-B= +1.16, R-I= +0.73",60,-0.22184874961635637,1.43,4269.43
1932,Bonner Durchmusterung -2°3481,111.0,33.9,0.87,V,+12.00,+9.35,0.016,"B-V= +0.71, U-B= +0.25, R-I= +0.22",120,-0.06048074738138147,0.71,5612.04
1935,Rossiter 5366,52.0,16.0,0.62,V,+10.10,+9.10,0.02,,60,-0.2076083105017461,1.0,4958.1
1940,S.W. Burnham 28,81.5,25.0,0.98,V,+6.46,+4.47,1.42,R-I= +0.34,100,-0.00877392430750515,1.0,4958.1
1941,FL Virginis,14.0,4.31,0.166,V,+13.04,+14.87,0.000098,,20,-0.7798919119599448,1.0,4958.1
1943,Porrima,38.6,11.8,2.54,V,+3.46,+3.10,5.04,R-I= +0.11,40,0.40483371661993806,1.0,4958.1
1947,Ross 970,135.0,41.5,0.67,V,+10.42,+7.33,0.10,"B-V= +1.18, U-B= +1.09, R-I= +0.47",140,-0.17392519729917352,1.18,4638.08
1948,BF Canum Venaticorum,59.0,18.1,0.63,V,+10.68 (increasing to +10.58),+9.39 (increasing to +9.29),0.015 (increasing to  0.017),"B-V= +1.44, U-B= +1.13, R-I= +0.84",60,-0.20065945054641826,1.44,4256.19
1949,Bonner Durchmusterung -9°3595,68.5,21.0,0.8,V,+7.56,+5.95,0.36,,80,-0.09691001300805638,1.0,4958.1
1950,Bonner Durchmusterung -19°3629,93.5,28.7,0.99,,+6.27,+3.98,2.22,R-I= +0.29,100,-0.004364805402450088,1.0,4958.1
1951,Bonner Durchmusterung +21°2486,60.6,18.6,0.68,V,+9.44,+8.09,0.050,,80,-0.16749108729376364,1.0,4958.1
1953,Alpha Comae Berenices,63.1,19.3,2.08,V,+4.98,+3.55,3.32,,80,0.3180633349627615,1.0,4958.1
1954,Cordoba Durchmusterung -58°4940,58.8,18.0,1.49,IV,+4.91,+3.63,3.07,,60,0.17318626841227402,1.0,4958.1
1955,Bonner Durchmusterung +17°2611,36.6,11.2,0.82,V,+6.59,+6.34,0.25,R-I= +0.35,40,-0.08618614761628333,1.0,4958.1
1956,Bonner Durchmusterung +35°2436,42.9,13.2,0.57,V,+9.51,+8.91,0.024,"B-V= +1.47, U-B= +1.20, R-I= +0.81",60,-0.24412514432750862,1.47,4217.05
1957,Hussey 644,33.8,10.4,0.7,V,+8.94,+8.86,0.025,,40,-0.1549019599857432,1.0,4958.1
1959,Hough 260,60.4,18.5,0.66,V,+9.52,+8.18,0.047,,80,-0.18045606445813128,1.0,4958.1
1960,Mizar,78.2,24.0,4.12,,,,,,80,0.6148972160331345,1.0,4958.1
1961,Ross 486,39.0,12.0,0.43,V,+11.32,+10.94,0.004,"B-V= +1.52, R-I= +1.11",40,-0.36653154442041347,1.52,4153.78
1964,Bonner Durchmusterung +75°511,146.0,44.9,0.67,V,+10.36,+7.10,0.13,"B-V= +1.12, R-I= +0.42",160,-0.17392519729917352,1.12,4738.91
1965,Bonner Durchmusterung +30°2428,177.0,54.0,0.73,V,+9.32,+5.65,0.5,"B-V= +0.64, U-B= +0.10",180,-0.13667713987954408,0.64,5804.4
1966,Bonner Durchmusterung +48°2138,71.4,21.9,0.59,V,+10.17,+8.47,0.036,"B-V= +1.66, R-I= +1.26",80,-0.22914798835785583,1.66,3988.54
1967,Bonner Durchmusterung +51°1859,82.3,25.2,0.98,V,+6.30,+4.29,1.67,"B-V= +0.54, U-B= -0.03",100,-0.00877392430750515,0.54,6109.98
1970,Tau Boötis,50.9,15.6,1.68,V,+4.50,+3.53,3.36,"B-V= +0.48, U-B= +0.04, R-I= +0.15",60,0.22530928172586281,0.48,6313.67
1974,Struve 1785,44.5,13.7,0.75,V,+7.61,+6.93,0.15,,60,-0.12493873660829993,1.0,4958.1
1976,Cordoba Durchmusterung -54°5466,37.0,11.0,0.9,V,+6.01,+5.70,0.5,"B-V= +0.78, U-B= +0.25, R-I= +0.30",40,-0.045757490560675115,0.78,5434.86
1978,Bonner Durchmusterung +47°2112,36.6,11.2,0.75,V,+9.85,+9.60,0.013,"B-V= +1.48, U-B= +1.10, R-I= +0.83",40,-0.12493873660829993,1.48,4204.2
1981,Iota Boötis,97.2,29.8,2.56,V,+4.80,+2.43,9.31,"B-V= +0.20, U-B= +0.06",100,0.40823996531184953,0.2,7550.09
1982,Cordoba Durchmusterung -25°10271,58.0,17.8,1.03,V,+5.87,+4.62,1.24,"B-V= +0.50, U-B= -0.10, R-I= +0.20",60,0.012837224705172215,0.5,6243.9
1983,Bonner Durchmusterung -4°3665,67.8,20.8,0.83,V,+7.58,+5.99,0.35,"B-V= +0.84, U-B= +0.52, R-I= +0.30",80,-0.0809219076239261,0.84,5293.69
1984,Bonner Durchmusterung +24°2733,54.8,16.8,0.65,V,+9.77,+8.65,0.030,"B-V= +1.44, U-B= +1.26, R-I= +0.73",60,-0.1870866433571444,1.44,4256.19
1985,Theta Boötis,47.52,14.57,1.738,V,+4.05,+3.23,4.428,"B-V= +0.50, U-B= +0.01, R-I= +0.16",60,0.24004977211264764,0.5,6243.9
1987,Phi Virginis,135.0,41.4,5.34,IV,+4.83,+1.74,17.5,,140,0.7275412570285563,1.0,4958.1
1989,Alpha Circini,53.5,16.4,2.06,V,+3.19,+2.12,12.37,"B-V= +0.24, U-B= +0.11, R-I= +0.02",60,0.3138672203691534,0.24,7336.64
1990,Hussey 575,73.2,22.5,0.69,V-VI,+9.74,+7.98,0.056,"B-V= +1.34, U-B= +1.28, R-I= +0.58",80,-0.1611509092627447,1.34,4393.5
1992,54 Hydrae,99.3,30.4,0.89,III-V,+5.10,+2.68,7.36,,100,-0.0506099933550872,1.0,4958.1
1995,Xi Boötis,21.85,6.7,1.44,V,+4.70 (increasing to +4.50),+5.57 (increasing to +5.37),0.515 (increasing to  0.620),"B-V= +0.73, U-B= +0.22, R-I= +0.28",40,0.15836249209524964,0.73,5559.95
1996,Ross 52,33.3,10.2,0.38,,+12.19,+12.14,0.0012,,40,-0.4202164033831898,1.0,4958.1
1997,CE Boötis,32.0,9.81,0.5,V,,,,"B-V= +1.48, U-B= +1.15, R-I= +0.96",40,-0.30102999566398114,1.48,4204.2
1999,Gliese 570,19.26,5.906,1.143,V,+5.72,+6.87,0.156,"B-V= +1.10, U-B= +1.06, R-I= +0.40",20,0.058046230395281735,1.1,4773.76
2000,Bonner Durchmusterung +0°3277,295.0,90.4,15.5,III,+5.51,+0.73,44.6,"B-V= +1.13, U-B= +1.11",300,1.1903316981702914,1.13,4721.73
2001,i Boötis,41.6,12.8,1.92,V,+5.19,+4.66,1.19,,60,0.28330122870354957,1.0,4958.1
2002,Woolley 9511,95.5,29.3,0.46,VI,+9.07,+6.73,0.18,"B-V= +0.77, U-B= +0.17, R-I= +0.30",100,-0.33724216831842585,0.77,5459.32
2003,Zeta Lupi,116.0,35.6,9.41,III,+3.40,+0.65,48.1,"B-V= +0.92, U-B= +0.66",120,0.9735896234272569,0.92,5119.03
2005,Bonner Durchmusterung -0°2944,56.4,17.3,0.82,,+7.35,+6.16,0.30,,60,-0.08618614761628333,1.0,4958.1
2006,Cordoba Durchmusterung -47°9926,110.0,33.8,0.75,,+8.29,+5.65,0.48,,120,-0.12493873660829993,1.0,4958.1
2008,Eta Coronae Borealis,60.7,18.6,1.03,V,+5.62,+4.27,1.71,,80,0.012837224705172215,1.0,4958.1
2009,Mu Boötis,121.0,37.1,2.71,V,+4.31,+1.46,22.7,"B-V= +0.31, U-B= +0.07",140,0.4329692908744057,0.31,6997.01
2010,Gliese 586,64.8,19.9,0.87,V,+6.89,+5.40,0.60,"B-V= +0.81, U-B= +0.49, R-I= +0.29",80,-0.06048074738138147,0.81,5363.12
2011,Catalogue Astrographique +18°1890-112,46.5,14.2,0.35,V,+12.41,+11.64,0.0019,"B-V= +1.58, U-B= +1.18, R-I= +1.04",60,-0.4559319556497244,1.58,4080.9
2012,O. Struve 298,71.1,21.8,0.84,V,+7.43,+5.74,0.44,,80,-0.07572071393811836,1.0,4958.1
2014,Steph 21187,109.0,33.0,0.56,V-VI,+10.70,+8.09,0.05,"B-V= +1.29, U-B= +1.30",120,-0.25181197299379954,1.29,4466.42
2015,Psi Serpentis,47.9,14.7,1.05,V,+5.86,+5.03,0.85,"B-V= +0.68, U-B= +0.24, R-I= +0.24",60,0.021189299069938092,0.68,5692.5
2016,Cordoba Durchmusterung -37°10500,49.7,15.2,1.08,V,+6.01,+5.09,0.80,"B-V= +0.72, U-B= +0.31, R-I= +0.25",60,0.03342375548694973,0.72,5585.84
2017,Beta Trianguli Australis,40.15,12.31,1.984,IV-V,+2.81,+2.36,9.920,"B-V= +0.29, U-B= +0.04, R-I= +0.07",60,0.2975416678181598,0.29,7090.0
2019,Cape Photographic Durchmusterung -83°593,84.0,26.0,0.84,V,+7.67,+5.63,0.5,"B-V= +0.78, U-B= +0.43",100,-0.07572071393811836,0.78,5434.86
2021,Xi Scorpii,92.6,28.4,1.5,IV-V,+4.84,+2.57,8.13,B-V= +0.75,100,0.17609125905568124,0.75,5509.06
2022,Struve 1999,92.5,28.4,0.86,V,+7.46,+5.20,0.73,"B-V= +0.74, U-B= +0.29",100,-0.06550154875643228,0.74,5534.36
2023,See 264,137.0,41.9,0.8,V,+8.34,+5.23,0.71,,140,-0.09691001300805638,1.0,4958.1
2024,Bonner Durchmusterung +39°2947,46.86,14.37,0.83,V,+6.66,+5.87,0.390,"B-V= +0.73, U-B= +0.21",60,-0.0809219076239261,0.73,5559.95
2025,Bonner Durchmusterung +13°3091,79.5,24.4,1.26,V,+7.36,+5.43,0.59,,80,0.1003705451175629,1.0,4958.1
2026,Sigma Coronae Borealis,70.7,21.7,1.07,V,+5.64,+3.96,2.27,"B-V= +0.51, U-B= +0.00, R-I= +0.21",80,0.029383777685209663,0.51,6209.73
2027,Bonner Durchmusterung +67°935,34.8,10.7,0.72,V,+8.61,+8.47,0.036,"B-V= +1.41, U-B= +1.26, R-I= +0.68",40,-0.14266750356873154,1.41,4296.24
2028,Cordoba Durchmusterung -37°10765,27.6,8.47,0.4,V-VI,+10.60,+10.96,0.0036,"B-V= +1.57, U-B= +1.21, R-I= +1.08",40,-0.39794000867203755,1.57,4092.82
2029,Bonner Durchmusterung +40°3005,87.5,26.8,1.11,V,+5.46,+3.32,4.10,"B-V= +0.40, U-B= -0.08",100,0.04532297878665747,0.4,6613.49
2031,Woolley 9559,42.0,12.9,1.08,V,+5.39,+4.84,1.01,"B-V= +0.63, U-B= +0.14, R-I= +0.22",60,0.03342375548694973,0.63,5833.24
2032,Eta Draconis,87.7,26.9,10.1,III,+2.74,+0.59,50.5,"B-V= +0.91, U-B= +0.70",100,1.0043213737826424,0.91,5140.08
2033,Struve 2052,63.7,19.5,0.8,V,+7.68,+6.23,0.28,,80,-0.09691001300805638,1.0,4958.1
2034,Bonner Durchmusterung -3°3968,157.0,48.3,0.7,V,+9.60,+6.18,0.29,"B-V= +0.74, U-B= +0.11, R-I= +0.32",160,-0.1549019599857432,0.74,5534.36
2036,Bonner Durchmusterung +76°614,102.0,31.3,0.67,wd,+10.02,+7.54,0.084,,120,-0.17392519729917352,1.0,4958.1
2037,Zeta Herculis,35.21,10.8,2.553,IV,+2.91,+2.74,6.959,,40,0.40705081480425026,1.0,4958.1
2038,Wolf 630,18.7,5.74,0.4,V,+9.69 (increasing to +8.09),+10.90 (increasing to +9.30),0.0038 (increasing to  0.017),"B-V= +1.99, R-I= +1.92",20,-0.39794000867203755,1.99,3656.54
2039,Cordoba Durchmusterung -39°10940,62.4,19.1,0.7,V,+8.50,+7.09,0.13,,80,-0.1549019599857432,1.0,4958.1
2040,Aitken Double Star 10288,57.1,17.5,1.71,V,+7.83,+6.61,0.20,"B-V= +0.98, U-B= +0.80, R-I= +0.34",60,0.23299611039215382,0.98,4997.14
2041,Bonner Durchmusterung +59°1783,82.1,25.2,0.79,V,+8.66,+6.66,0.19,"B-V= +1.04, U-B= +0.94, R-I= +0.38",100,-0.10237290870955855,1.04,4882.26
2042,Mu Draconis,88.0,27.0,1.08,V,+5.63,+3.48,3.55,,100,0.03342375548694973,1.0,4958.1
2043,Eta Ophiuchi,84.1,25.8,2.49,V,+3.02,+0.96,35.9,"B-V= +0.83, U-B= +0.25",100,0.39619934709573634,0.83,5316.58
2044,Struve 2138,69.2,21.2,0.74,V,+8.86,+7.22,0.11,"B-V= +1.16, U-B= +1.08, R-I= +0.44",80,-0.1307682802690238,1.16,4671.09
2046,Kuiper 79,20.6,6.32,0.4,V,+9.96,+10.96,0.0036,,40,-0.39794000867203755,1.0,4958.1
2047,36 Ophiuchi,19.47,5.968,0.783,V,+5.07,+6.19,0.291,"B-V= +0.85, U-B= +0.53",20,-0.10623823794205657,0.85,5271.04
2049,Brisbane Observatory (Sandage & Veron) 13,28.7,8.79,0.58,V,+5.53,+5.81,0.41,"B-V= +0.77, U-B= +0.35, R-I= +0.28",40,-0.23657200643706275,0.77,5459.32
2050,Melbourne Observatory 4,23.0,7.0,0.9,V,+6.29,+7.07,0.1,"B-V= +1.57, U-B= +1.16, R-I= +0.96",40,-0.045757490560675115,1.57,4092.82
2051,V645 Herculis,35.0,10.7,0.457,V,+11.40,+11.25,0.0028,"B-V= +1.55, U-B= +1.15, R-I= +1.18",40,-0.3400837999301497,1.55,4116.93
2052,Xi Ophiuchi,56.7,17.4,1.12,V,+4.41,+3.21,4.54,,60,0.049218022670181646,1.0,4958.1
2053,Cape Photographic Durchmusterung -51°10396,52.6,16.1,0.5,V,+9.58,+8.54,0.033,"B-V= +1.46, U-B= +1.31, R-I= +0.94",60,-0.30102999566398114,1.46,4229.99
2054,Bonner Durchmusterung +29°3029,76.9,23.6,0.68,,+9.55,+7.69,0.073,,80,-0.16749108729376364,1.0,4958.1
2055,Struve 2173,53.6,16.4,1.48,IV-V,+5.98,+4.90,0.96,,60,0.17026171539495735,1.0,4958.1
2056,Bonner Durchmusterung +5°3409,32.6,9.98,0.58,V,+9.33,+9.33,0.016,"B-V= +1.49, U-B= +1.23, R-I= +0.76",40,-0.23657200643706275,1.49,4191.45
2059,26 Draconis,45.95,14.09,1.06,Va,+5.34,+4.60,1.264,"B-V= +0.56, U-B= +0.07",60,0.025305865264770258,0.56,6045.66
2060,AG 210,72.2,22.1,0.65,,+10.00,+8.27,0.043,"B-V= +1.33, U-B= +1.24, R-I= +0.60",80,-0.1870866433571444,1.33,4407.84
2063,Bonner Durchmusterung +71°851,78.0,23.9,0.69,V,+9.17,+7.28,0.11,"B-V= +1.10, U-B= +1.01, R-I= +0.44",80,-0.1611509092627447,1.1,4773.76
2064,Psi(1) Draconis,71.9,22.0,2.37,IV-V,+4.59,+2.87,6.17,"B-V= +0.42, U-B= +0.01",80,0.3747483460101038,0.42,6535.23
2065,Mu Herculis,27.4,8.4,1.444,IV,+3.41,+3.79,2.658,"B-V= +0.75, U-B= +0.39, R-I= +0.24",40,0.15956719323362029,0.75,5509.06
2067,Tau Ophiuchi,56.0,17.0,1.05,V,+5.24,+4.07,2.1,,60,0.021189299069938092,1.0,4958.1
2068,70 Ophiuchi,16.59,5.086,0.891,V,+4.21,+5.68,0.466,R-I= +0.26,20,-0.050122295963125195,1.0,4958.1
2069,72 Ophiuchi,82.8,25.4,2.73,V,+3.73,+1.71,18.1,"B-V= +0.12, U-B= +0.10",100,0.436162647040756,0.12,8027.76
2070,99 Herculis,51.06,15.65,1.06,V,+5.09,+4.12,1.965,"B-V= +0.50, U-B= -0.10",60,0.025305865264770258,0.5,6243.9
2072,Chi Draconis,26.28,8.057,1.212,V,+3.57,+4.04,2.111,"B-V= +0.49, U-B= -0.06, R-I= +0.20",40,0.08350261983026738,0.49,6278.54
2073,Bonner Durchmusterung +45°2743,50.5,15.5,0.58,V,+9.85,+8.90,0.024,"B-V= +1.42, U-B= +1.15, R-I= +0.73",60,-0.23657200643706275,1.42,4282.79
2075,Struve 2398,11.64,3.568,0.541,V,+8.94,+11.18,0.00295,"B-V= +1.52, U-B= +1.11, R-I= +1.06",20,-0.26680273489343054,1.52,4153.78
2077,Luyten 489-58,43.0,13.0,0.14,VI,+12.70,+12.08,0.001,"B-V= +1.53, U-B= +1.12, R-I= +1.23",60,-0.8538719643217619,1.53,4141.4
2078,Bonner Durchmusterung +10°3724,53.0,16.0,0.69,V,+9.44,+8.41,0.04,"B-V= +1.36, U-B= +1.30",60,-0.1611509092627447,1.36,4365.15
2079,Cordoba Observatory 228,41.2,12.6,0.64,V,+9.45,+8.94,0.023,R-I= +0.84,60,-0.19382002601611278,1.0,4958.1
2080,S.W. Burnham 648,48.86,14.98,1.06,V,+5.34,+4.46,1.429,,60,0.025305865264770258,1.0,4958.1
2083,Gamma Coronae Australis,58.4,17.9,1.1,V,+4.87,+3.61,3.14,,60,0.04139268515822507,1.0,4958.1
2084,Zeta Aquilae,83.2,25.5,2.39,V,+2.99,+0.96,36.1,,100,0.3783979009481377,1.0,4958.1
2087,Bonner Durchmusterung +49°2959,81.2,24.9,1.0,V,+6.57,+4.59,1.27,"B-V= +0.65, U-B= +0.21",100,0.0,0.65,5775.91
2088,Bonner Durchmusterung +1°3942,118.0,36.0,0.69,V,+10.20,+7.42,0.09,"B-V= +1.19, R-I= +0.51",120,-0.1611509092627447,1.19,4621.79
2090,Rossiter 4036,51.4,15.8,0.6,,+10.12,+9.13,0.019,,60,-0.22184874961635637,1.0,4958.1
2091,Bonner Durchmusterung +4°4048,19.16,5.873,0.663,V,+9.11,+10.27,0.00682,"B-V= +1.50, U-B= +1.15, R-I= +1.02",20,-0.17848647159522685,1.5,4178.8
2092,Eggen/Greenstein white dwarf 131,33.0,10.1,0.0127,wd,+12.28,+12.25,0.0011,"B-V= +0.06, U-B= -0.83, R-I= +0.04",40,-1.896196279044043,0.06,8439.55
2093,Cordoba Durchmusterung -27°14004,254.0,77.8,5.01,III,+5.52,+1.06,32.7,"B-V= +1.12, U-B= +1.35, R-I= +0.36",260,0.6998377258672457,1.12,4738.91
2095,Struve 2541,98.9,30.3,0.77,V,+8.58,+6.17,0.30,,100,-0.11350927482751812,1.0,4958.1
2096,Theta Cygni,60.65,18.59,1.479,V,+4.48,+3.13,4.862,"B-V= +0.38, U-B= -0.03",80,0.16996817399689249,0.38,6694.15
2097,Cape Photographic Durchmusterung -59°7505,135.0,41.5,0.85,V,+7.48,+4.39,1.52,"B-V= +0.71, U-B= +0.28",140,-0.07058107428570727,0.71,5612.04
2098,16 Cygni,70.5,21.6,1.44,V,+5.96,+4.29,1.68,"B-V= +0.64, U-B= +0.19",80,0.15836249209524964,0.64,5804.4
2099,Struve 2576,66.4,20.4,0.8,V,+8.35,+6.80,0.17,,80,-0.09691001300805638,1.0,4958.1
2100,Ross 165,35.0,10.7,0.28,,+12.91,+12.75,0.00069,,40,-0.5528419686577807,1.0,4958.1
2101,Bonner Durchmusterung +31°3767,44.0,13.5,0.54,V-VI,+10.15,+9.50,0.014,"B-V= +1.48, U-B= +1.17, R-I= +0.85",60,-0.26760624017703144,1.48,4204.2
2102,17 Cygni,68.0,20.9,1.1,IV-V,+5.00,+3.40,3.79,"B-V= +0.47, U-B= +0.00",80,0.04139268515822507,0.47,6349.29
2103,Omicron Aquilae,63.2,19.4,1.1,V,+5.10,+3.66,2.99,"B-V= +0.55, U-B= +0.07",80,0.04139268515822507,0.55,6077.61
2105,Beta Aquilae,44.7,13.7,3.09,IV,+3.72,+3.03,5.33,"B-V= +0.86, U-B= +0.48, R-I= +0.31",60,0.48995847942483456,0.86,5248.64
2106,Bonner Durchmusterung -12°5594,61.6,18.9,0.68,V,+9.30,+7.92,0.059,"B-V= +1.33, U-B= +1.21, R-I= +0.56",80,-0.16749108729376364,1.33,4407.84
2107,Bonner Durchmusterung +58°2015,82.0,25.0,0.68,V,+10.10,+8.11,0.05,"B-V= +1.22, R-I= +0.59",100,-0.16749108729376364,1.22,4573.77
2108,Luyten 115-21,43.7,13.4,0.53,V-VI,+11.35,+10.71,0.0045,"B-V= +1.48, U-B= +0.98, R-I= +0.96",60,-0.2757241303992109,1.48,4204.2
2109,Bonner Durchmusterung +29°3872,51.84,15.89,1.264,IV-V,+5.71,+4.70,1.144,"B-V= +0.73, U-B= +0.37, R-I= +0.27",60,0.1017470739463662,0.73,5559.95
2111,J. Herschel 5173,19.74,6.052,1.21,V,+5.32,+6.41,0.238,"B-V= +0.87, U-B= +0.46, R-I= +0.34",20,0.08278537031645007,0.87,5226.47
2113,Luyten 1142-88,73.5,22.5,0.0196,V,+13.19,+11.43,0.0023,"B-V= +1.54, U-B= +1.22, R-I= +1.20",80,-1.7077439286435239,1.54,4129.12
2114,Rho Capricorni,98.7,30.3,2.08,IV,+4.78,+2.38,9.77,,100,0.3180633349627615,1.0,4958.1
2115,Bonner Durchmusterung +26°3915,75.4,23.1,0.68,V,+10.28,+8.46,0.036,,80,-0.16749108729376364,1.0,4958.1
2116,Kuiper 99,60.6,18.6,0.75,V,+8.18,+6.83,0.16,,80,-0.12493873660829993,1.0,4958.1
2117,Bonner Durchmusterung +74°889,96.5,29.6,0.85,V,+7.80,+5.44,0.58,"B-V= +0.70, U-B= +0.15",100,-0.07058107428570727,0.7,5638.54
2118,VW Cephei,90.2,27.7,1.0,V,+7.45 (increasing to +7.15),+5.24 (increasing to +4.94),0.70 (increasing to  0.92),,100,0.0,1.0,4958.1
2119,Bonner Durchmusterung +19°4484,68.4,21.0,0.96,V,+6.44,+4.83,1.02,"B-V= +0.63, U-B= +0.09, R-I= +0.22",80,-0.017728766960431602,0.63,5833.24
2120,AT Microscopii,33.3,10.2,0.41,V,+10.99 (increasing to +9.49),+10.94 (increasing to +9.44),0.0037 (increasing to  0.015),,40,-0.3872161432802645,1.0,4958.1
2121,Bonner Durchmusterung -19°5899,48.5,14.9,0.57,V,+10.84,+9.98,0.0089,,60,-0.24412514432750862,1.0,4958.1
2123,Epsilon Cygni,72.1,22.1,15.2,III,+2.50,+0.78,42.5,"B-V= +1.03, U-B= +0.87",80,1.1818435879447724,1.03,4900.95
2124,Luyten 856-54,41.3,12.7,0.3,,+12.45,+11.94,0.0015,"B-V= +1.59, R-I= +1.26",60,-0.5228787452803376,1.59,4069.06
2125,Ross 193,51.4,15.7,0.41,V,+11.91,+10.92,0.0037,"B-V= +1.51, U-B= +1.06, R-I= +1.14",60,-0.3872161432802645,1.51,4166.24
2126,V1396 Cygni,49.3,15.1,0.55,,+10.34,+9.44,0.015,,60,-0.2596373105057561,1.0,4958.1
2128,Bonner Durchmusterung +45°3371,63.1,19.4,0.84,V,+7.68,+6.25,0.28,"B-V= +0.97, U-B= +0.78",80,-0.07572071393811836,0.97,5016.95
2130,Harvard Observatory 305,61.1,18.7,1.41,,+6.40,+5.04,0.84,,80,0.14921911265537988,1.0,4958.1
2131,S.W. Burnham 157,57.6,17.6,0.82,V,+7.15,+5.92,0.37,,60,-0.08618614761628333,1.0,4958.1
2132,61 Cygni,11.43,3.504,1.051,V,+5.20,+7.48,0.0889,"B-V= +1.18, U-B= +1.11, R-I= +0.47",20,0.02160271602824219,1.18,4638.08
2133,BDS 10765,86.0,26.4,0.72,V,+9.44,+7.33,0.10,"B-V= +1.13, U-B= +1.00, R-I= +0.50",100,-0.14266750356873154,1.13,4721.73
2134,Delta Equulei,60.3,18.5,2.38,V,+5.11,+3.78,2.69,,80,0.3765769570565119,1.0,4958.1
2135,Tau Cygni,68.2,20.9,3.6,IV,+3.82 (increasing to +3.72),+2.22 (increasing to +2.12),11.3 (increasing to  12.4),"B-V= +0.38, U-B= +0.03",80,0.5563025007672872,0.38,6694.15
2139,Theta Indi,97.1,29.8,1.33,V,+4.50,+2.13,12.2,,100,0.12385164096708581,1.0,4958.1
2140,S.W. Burnham 271,61.1,18.7,0.92,V,+6.63,+5.27,0.68,,80,-0.03621217265444471,1.0,4958.1
2141,Cape Photographic Durchmusterung -45°10150,76.7,23.5,0.79,V,+7.48,+5.62,0.49,"B-V= +0.91, U-B= +0.71, R-I= +0.42",80,-0.10237290870955855,0.91,5140.08
2142,Wolf 922,26.0,7.96,0.29,V,+12.05,+12.54,0.00084,,40,-0.5376020021010439,1.0,4958.1
2146,Mu Cygni,73.1,22.4,1.58,V,+4.78,+3.03,5.35,,80,0.19865708695442263,1.0,4958.1
2147,Finsen 283,62.1,19.0,0.7,V,+9.47,+8.07,0.051,,80,-0.1549019599857432,1.0,4958.1
2149,Bonner Durchmusterung +5°4874,79.6,24.4,0.77,V,+8.65,+6.71,0.18,"B-V= +1.04, U-B= +0.92, R-I= +0.39",80,-0.11350927482751812,1.04,4882.26
2151,Hough 172,96.1,29.5,0.83,V,+7.86,+5.51,0.54,"B-V= +0.78, U-B= +0.32",100,-0.0809219076239261,0.78,5434.86
2153,Cordoba Durchmusterung -51°13128,52.9,16.2,0.48,V,+10.36,+9.31,0.016,"B-V= +1.50, U-B= +0.90, R-I= +1.31",60,-0.3187587626244128,1.5,4178.8
2156,Smethells 101,161.0,49.2,0.66,V,+10.51,+7.05,0.13,"B-V= +1.21, R-I= +0.59",180,-0.18045606445813128,1.21,4589.64
2158,Wolf 1561,33.2,10.2,0.22,V,+13.40,+13.36,0.00039,"B-V= +1.70, U-B= +1.20, R-I= +1.27",40,-0.6575773191777937,1.7,3944.28
2159,Harvard Observatory 298,44.39,13.61,1.02,V,+5.39,+4.72,1.127,,60,0.008600171761917567,1.0,4958.1
2160,Nu Indi,94.3,28.9,2.48,,+5.98,+3.68,2.95,,100,0.39445168082621623,1.0,4958.1
2161,Catalogue Astrographique +31°68884,52.0,16.0,0.53,,+11.41,+10.38,0.006,,60,-0.2757241303992109,1.0,4958.1
2162,Bonner Durchmusterung +21°4747,69.8,21.4,0.74,V,+8.86,+7.21,0.11,,80,-0.1307682802690238,1.0,4958.1
2164,53 Aquarii,65.5,20.1,0.94,V,+6.21,+4.70,1.15,,80,-0.026872146400301365,1.0,4958.1
2165,34 Pegasi,129.0,39.5,1.08,V,+5.75,+2.77,6.80,"B-V= +0.52, U-B= +0.04",140,0.03342375548694973,0.52,6176.03
2166,S.W. Burnham 701,53.0,16.0,0.94,V,+7.15,+6.11,0.3,,60,-0.026872146400301365,1.0,4958.1
2167,DO Cephei,13.1,4.01,0.35,V,+9.85,+11.84,0.0016,"B-V= +1.62, U-B= +1.23",20,-0.4559319556497244,1.62,4034.06
2168,Bonner Durchmusterung +53°2911,71.2,21.8,0.63,,+10.84,+9.14,0.019,,80,-0.20065945054641826,1.0,4958.1
2170,EZ Aquarii,11.1,3.4,0.35,,+12.66,+15.00,0.000087,,20,-0.4559319556497244,1.0,4958.1
2171,FK Aquarii,28.2,8.64,0.69,V,+9.06,+9.38,0.015,"B-V= +1.51, U-B= +1.09, R-I= +0.93",40,-0.1611509092627447,1.51,4166.24
2172,Struve 2928,128.0,39.3,0.77,V,+8.51,+5.54,0.53,"B-V= +1.61, U-B= +1.45",140,-0.11350927482751812,1.61,4045.64
2173,Cordoba Observatory 252,76.8,23.5,0.94,V,+6.00,+4.14,1.92,"B-V= +0.57, U-B= +0.06, R-I= +0.20",80,-0.026872146400301365,0.57,6014.13
