star_name,distance_l,distance_par,diameter,class,mag,mag_a,visual_lum,color
Bonner Durchmusterung +59°736 ,69.8,21.4,,V?,+6.50,+4.85,1.00,
Bonner Durchmusterung -7°699 ,46.7,14.3,,V,+9.02,+8.24,0.044,B-V= +1.36
Cordoba Durchmusterung -25°1653 ,127,38.8,,V,+6.87,+3.93,2.33,
Bonner Durchmusterung +75°154 ,52.1,16.0,0.78,V,+8.24,+7.22,0.11,B-V= +1.15
Cordoba Durchmusterung -41°1208 ,57.5,17.6,,V,+8.90,+7.67,0.075,B-V= +1.21
Wolf 1322,74,23,,V,+12.62,+10.83,0.004,B-V= +1.49
Luyten Two-Tenth 11318,57.5,17.6,,wd,+15.87,+14.64,0.00012,B-V= +0.69
Bonner Durchmusterung +34°796 ,60.2,18.5,,V,+8.51,+7.17,0.12,B-V= +0.87
Bonner Durchmusterung -0°632,62.7,19.2,1.24,V,+5.37,+3.95,2.29,B-V= +0.50
Bonner Durchmusterung -0°636 ,150,46.0,0.82,V?,+8.32,+5.01,0.86,B-V= +0.77
39 Tauri,54.6,16.7,0.94,V,+5.90,+4.79,1.06,B-V= +0.62
Rob 256,52,16,,V,+12.89,+11.89,0.002,
Cordoba Durchmusterung -27°1540,141,43.2,1.90,IV,+5.59,+2.41,9.44,"B-V= +0.32, U-B= +0.05"
Bonner Durchmusterung +69°238,60.2,18.5,0.78,V,+7.71,+6.38,0.24,"B-V= +0.91, U-B= +0.77"
50 Persei,69.6,21.3,1.07,V,+5.52,+3.87,2.47,"B-V= +0.46, U-B= -0.03"
Cape Photographic Durchmusterung -64°305,75.6,23.2,1.20,V,+6.37,+4.55,1.32,"B-V= +0.64, U-B= +0.10, R-I= +0.22"
Bonner Durchmusterung -8°801,183,56.2,,IV-V,+7.08,+3.33,4.06,
Bonner Durchmusterung +75°166,86.1,26.4,,V?,+8.19,+6.08,0.32,"B-V= +0.84, U-B= +0.52"
Ross 28,43.3,13.3,,V,+13.50,+12.88,0.00061,"B-V= +1.67, R-I= +1.37"
Bonner Durchmusterung +58°724,91.1,27.9,0.77,V,+8.67,+6.44,0.23,"B-V= +1.00, U-B= +0.84"
Bonner Durchmusterung +2°665,109,33.3,0.74,V,+8.78,+6.17,0.30,"B-V= +0.97, U-B= +0.78, R-I= +0.47"
Bonner Durchmusterung -4°782,71,22,,V,+9.39,+7.70,0.07,"B-V= +1.22, U-B= +1.12, R-I= +0.51"
Rob 270,34,11,,V,+13.82,+13.71,0.0003,R-I= +1.40
Cape Photographic Durchmusterung -53°672,42.66,13.08,0.76,V,+7.64,+7.06,0.131,"B-V= +1.13, U-B= +1.06, R-I= +0.42"
Gamma Doradus,66.2,20.3,1.94,III,+4.25,+2.71,7.17,"B-V= +0.30, U-B= +0.02, R-I= +0.18"
Epsilon Reticuli,59.48,18.23,4.566,IV,+4.44,+3.13,4.860,"B-V= +1.07, U-B= +1.08, R-I= +0.37"
Bonner Durchmusterung +51°913,199,61.0,,,+7.80,+3.87,2.46,
Luyten Palomar 415-636,31,9.6,,V,+12.90,+12.99,0.0006,B-V= +1.70
Luyten 302-89,27,8.1,,wd,+14.36,+14.81,0.0001,"B-V= +0.52, U-B= -0.45"
Bonner Durchmusterung +9°568,308,94,,,+8.04,+3.16,4.7,
Eggen/Greenstein white dwarf 169,40,12,,wd,+15.50,+15.04,0.00008,
Eggen/Greenstein white dwarf 482,75.9,23.3,,wd,+17.11,+15.28,0.000067,B-V= +1.10
Cape Photographic Durchmusterung -64°334,141,43.2,,V,+7.89,+4.72,1.13,"B-V= +0.65, U-B= +0.16"
Bonner Durchmusterung +21°652,37.4,11.5,0.71,V,+8.72,+8.42,0.037,"B-V= +1.35, U-B= +1.22, R-I= +0.62"
Ross 594,34.0,10.4,,V,+13.91,+13.82,0.00026,"B-V= +1.73, U-B= +1.33, R-I= +1.41"
Bonner Durchmusterung +15°637,145,44.4,2.86,IV,+4.78,+1.54,21.0,"B-V= +0.17, U-B= +0.13"
Bonner Durchmusterung +64°458,89.8,27.5,,V-VI,+7.74,+5.54,0.53,
Bonner Durchmusterung +5°678,87.4,26.8,0.83,V,+7.92,+5.78,0.42,"B-V= +0.79, U-B= +0.35"
Cordoba Durchmusterung -37°1799,81.7,25.0,,V,+8.79,+6.80,0.17,"B-V= +0.99, U-B= +0.84, R-I= +0.40"
Bonner Durchmusterung +55°900,95.3,29.2,0.75,V,+8.34,+6.01,0.34,"B-V= +0.90, U-B= +0.67"
Cordoba Durchmusterung -43°1472,73.3,22.5,,V,+8.83,+7.07,0.13,"B-V= +1.11, U-B= +1.00, R-I= +0.42"
Cordoba Durchmusterung -35°1797,90.9,27.9,,V,+7.61,+5.39,0.61,B-V= +0.81
Bonner Durchmusterung +52°857,33.2,10.2,0.67,V,+8.62,+8.58,0.032,"B-V= +1.40, U-B= +1.14, R-I= +0.65"
Bonner Durchmusterung -11°916,34.7,10.6,,V,+10.36,+10.23,0.0071,"B-V= +1.50, U-B= +1.17, R-I= +0.93"
Luyten 879-14,31.0,9.51,,wd,+13.77,+13.88,0.00024,"B-V= +0.33, U-B= -0.72"
Bonner Durchmusterung +20°802,44.0,13.5,0.72,V,+8.00,+7.35,0.10,"B-V= +1.10, U-B= +0.91, R-I= +0.49"
Bonner Durchmusterung +18°683,30.4,9.31,,V,+9.98,+10.14,0.0077,"B-V= +1.52, U-B= +1.18, R-I= +0.96"
Beta Caeli,90.2,27.7,2.17,V,+5.04,+2.83,6.44,"B-V= +0.38, U-B= +0.02, R-I= +0.22"
Bonner Durchmusterung +27°688,72.9,22.4,0.82,V,+8.00,+6.26,0.27,"B-V= +0.90, U-B= +0.63"
Bonner Durchmusterung +42°1045,232,71.1,,,+6.60,+2.34,10.1,
Cordoba Durchmusterung -50°1492,66.7,20.4,0.86,V,+7.58,+6.03,0.34,"B-V= +0.89, U-B= +0.57, R-I= +0.29"
58 Eridani,43.4,13.3,0.66,V,+5.49,+4.87,0.98,"B-V= +0.63, U-B= +0.13, R-I= +0.22"
Bonner Durchmusterung -11°965,85.2,26.1,,V,+9.53,+7.45,0.092,"B-V= +1.14, U-B= +1.10, R-I= +0.48"
Pi(3) Orionis,26.18,8.026,1.725,V,+3.19,+3.66,2.980,"B-V= +0.45, U-B= -0.01, R-I= +0.16"
Bonner Durchmusterung +45°992,97.5,29.9,0.95,V,+6.98,+4.60,1.26,"B-V= +0.58, U-B= +0.04, R-I= +0.23"
Cordoba Durchmusterung -35°1948,58.7,18.0,,V,+7.50,+6.22,0.28,B-V= +0.90
Wolf 1539,43,13,,V,+11.98,+11.40,0.002,"B-V= +1.56, U-B= +1.22"
Bonner Durchmusterung +21°717,87.9,27.0,,V,+8.80,+6.65,0.19,"B-V= +1.01, U-B= +0.90, R-I= +0.41"
Bonner Durchmusterung -20°958,82,25,,V,+10.12,+8.13,0.05,"B-V= +1.25, U-B= +1.22, R-I= +0.56"
Cordoba Durchmusterung -35°1989,84.7,26.0,,V,+7.61,+5.54,0.53,B-V= +0.77
Cordoba Durchmusterung -28°1839,58.6,18.0,,V,+8.13,+6.86,0.16,"B-V= +1.07, U-B= +0.96, R-I= +0.39"
Bonner Durchmusterung +49°1280,57,17,,V,+9.78,+8.59,0.03,"B-V= +1.44, U-B= +1.22, R-I= +0.71"
Catalogue Astrographique +1°1951-103,53,16,,V,+10.09,+9.02,0.02,"B-V= +1.39, U-B= +1.13, R-I= +0.75"
Bonner Durchmusterung -5°1123,28.75,8.814,1.165,V,+6.23,+6.51,0.218,"B-V= +1.06, U-B= +1.02, R-I= +0.36"
Steph 538,23,7.0,,V,+11.47,+12.23,0.001,"B-V= +1.52, U-B= +0.98, R-I= +1.24"
Bonner Durchmusterung +52°911,48.3,14.8,,V,+9.93,+9.08,0.020,"B-V= +1.41, U-B= +1.16, R-I= +0.76"
Bonner Durchmusterung +24°739,258,79.2,,V?,+7.43,+2.94,5.82,B-V= +0.80
Cordoba Durchmusterung -23°2363,65,20,,V,+9.28,+7.78,0.07,"B-V= +1.28, U-B= +1.23, R-I= +0.63"
Eta(1) Pictoris,85.4,26.2,1.06,V,+5.37,+3.28,4.24,"B-V= +0.43, U-B= -0.01, R-I= +0.24"
Cape Photographic Durchmusterung -42°588,202,61.8,,,+10.03,+6.08,0.32,"B-V= +0.74, U-B= +0.20, R-I= +0.40"
Luyten Palomar 777-1,70.6,21.6,,wd,+15.97,+14.29,0.00017,"B-V= +0.74, U-B= +0.00"
Bonner Durchmusterung +14°831,78.2,24.0,,V,+7.74,+5.84,0.40,"B-V= +0.80, U-B= +0.41"
Zeta Doradus,38.00,11.65,1.064,V,+4.71,+4.38,1.549,"B-V= +0.52, U-B= -0.04, R-I= +0.20"
13 Orionis,92.3,28.3,,IV,+6.17,+3.91,2.37,"B-V= +0.62, U-B= +0.10, R-I= +0.22"
Cordoba Durchmusterung -57°1079,40,12,,V,+9.02,+8.56,0.03,"B-V= +1.40, U-B= +1.20, R-I= +0.65"
Beta Eridani,88.8,27.2,3.25,III,+2.78,+0.61,49.8,"B-V= +0.13, U-B= +0.10, R-I= -0.01"
68 Eridani,81.6,25.0,1.67,V,+5.11,+3.12,4.91,"B-V= +0.44, U-B= -0.05, R-I= +0.26"
Wolf 231,815,250,,,+8.60,+1.61,20,"B-V= +1.12, U-B= +1.17, R-I= +0.47"
Cordoba Durchmusterung -44°1905,183,56.0,0.79,IV/V,+8.71,+4.97,0.89,"B-V= +0.77, U-B= +1.88, R-I= +0.82"
Kapteyn's Star,12.78,3.918,0.291,V,+8.86,+10.89,0.00383,"B-V= +1.55, U-B= +1.21, R-I= +0.79"
Bonner Durchmusterung +19°872,86,26,,,+9.47,+7.37,0.10,"B-V= +1.17, U-B= +1.11"
Luyten Two-Tenth 17767,81.5,25.0,,wd,+15.89,+13.90,0.00024,"B-V= +0.42, U-B= -0.40"
Bonner Durchmusterung -15°978,103,31.5,0.81,V,+7.43,+4.94,0.92,"B-V= +0.73, U-B= +0.27, R-I= +0.36"
Bonner Durchmusterung +79°169,68.4,21.0,1.09,V,+5.08,+3.47,3.56,"B-V= +0.47, U-B= -0.13"
Lambda Aurigae,41.2,12.6,1.90,IV-V,+4.71,+4.20,1.83,"B-V= +0.63, U-B= +0.12, R-I= +0.20"
Bonner Durchmusterung -18°1051,81.3,24.9,0.96,V,+5.96,+3.97,2.24,"B-V= +0.57, U-B= +0.07, R-I= +0.21"
Bonner Durchmusterung -15°1016,79.4,24.3,,V,+8.76,+6.83,0.16,"B-V= +1.00, U-B= +0.73, R-I= +0.40"
Gliese & Jahreiss 1077,42,13,,V,+11.91,+11.34,0.003,"B-V= +1.48, U-B= +1.20, R-I= +1.08"
Bonner Durchmusterung +0°1032,1016,312,,V?,+8.78,+1.31,26,B-V= +1.11
Bonner Durchmusterung +17°917,46.8,14.3,0.78,V,+7.95,+7.17,0.12,"B-V= +1.09, U-B= +1.00, R-I= +0.44"
111 Tauri,47.8,14.7,1.18,V,+4.99,+4.16,1.89,"B-V= +0.53, U-B= -0.06"
Cordoba Durchmusterung -32°2337,58.5,17.9,,V,+7.72,+6.46,0.23,"B-V= +0.94, U-B= +0.68, R-I= +0.35"
Ross 41,32.7,10.0,,V,+12.48,+12.47,0.00089,"B-V= +1.64, U-B= +1.21, R-I= +1.18"
Gliese & Jahreiss 1080,62.4,19.1,,V,+12.80,+11.39,0.0024,"B-V= +1.60, U-B= +0.99, R-I= +1.06"
Bonner Durchmusterung -3°1110,42.3,13.0,0.77,V,+7.64,+7.07,0.13,"B-V= +1.10, U-B= +1.06, R-I= +0.43"
Cape Photographic Durchmusterung -60°424,63.8,19.6,0.92,V,+6.99,+5.53,0.53,"B-V= +0.77, U-B= +0.31, R-I= +0.26"
Cape Photographic Durchmusterung -75°314,116,35.5,0.92,V,+7.17,+4.42,1.49,"B-V= +0.54, U-B= +0.01"
Bonner Durchmusterung -3°1123,18.56,5.691,0.703,V,+7.97,+9.19,0.0184,"B-V= +1.47, U-B= +1.21, R-I= +0.85"
Ross 42,46.0,14.1,,V,+11.52,+10.77,0.0043,"B-V= +1.63, U-B= +1.07, R-I= +1.20"
V371 Orionis,49,15,,V,+11.53,+10.64,0.005,"B-V= +1.57, U-B= +0.99, R-I= +1.09"
Eggen/Greenstein white dwarf 319,62,19,,wd,+14.75,+13.37,0.0004,"B-V= +0.32, U-B= -0.54"
Bonner Durchmusterung +11°878,37.1,11.4,,V,+8.81,+8.53,0.034,"B-V= +1.40, U-B= +1.18, R-I= +0.65"
Bonner Durchmusterung +20°1018,108,33.2,,IV-V,+7.67,+5.07,0.82,"B-V= +0.66, U-B= +0.12"
Bonner Durchmusterung +51°1094,66.9,20.5,,V,+7.74,+6.18,0.29,"B-V= +0.83, U-B= +0.44"
Bonner Durchmusterung +45°1150,378,116,,,+8.01,+2.69,7.3,
Luyten 132-6,106,32.4,0.73,V,+9.33,+6.77,0.17,"B-V= +1.13, U-B= +1.07, R-I= +0.43"
Nu(2) Columbae,139,42.5,2.69,V,+5.28,+2.13,12.2,"B-V= +0.46, U-B= +0.10, R-I= +0.26"
49 Orionis,154,47.1,2.23,IV,+4.79,+1.43,23.4,"B-V= +0.14, U-B= +0.11"
Cordoba Durchmusterung -43°1954,199,60.9,,V,+7.43,+3.51,3.43,"B-V= +0.60, U-B= +0.07, R-I= +0.34"
Bonner Durchmusterung +53°934,39.9,12.2,0.84,V,+6.23,+5.79,0.42,"B-V= +0.84, U-B= +0.51, R-I= +0.29"
Bonner Durchmusterung +53°935,40.7,12.5,,V,+9.78,+9.30,0.017,"B-V= +1.48, U-B= +1.20, R-I= +0.82"
Catalogue Astrographique +16°777-164,69,21,,V,+10.61,+8.97,0.02,"B-V= +1.46, U-B= +1.23, R-I= +0.71"
Ross 47,18.9,5.79,0.17,V,+11.56,+12.75,0.00069,"B-V= +1.68, U-B= +1.20, R-I= +1.27"
Bonner Durchmusterung +62°780,45.6,14.0,,V,+9.02,+8.29,0.042,"B-V= +1.40, U-B= +1.23, R-I= +0.63"
Pi Mensae,59.39,18.21,1.448,V,+5.65,+4.35,1.585,"B-V= +0.60, U-B= +0.11, R-I= +0.19"
Bonner Durchmusterung +32°1077,68.0,20.8,,V,+8.15,+6.56,0.21,
Bonner Durchmusterung +37°1312,67.1,20.6,0.8,V,+7.36,+5.80,0.42,"B-V= +0.83, U-B= +0.51"
Zeta Leporis,70.2,21.5,1.73,V,+3.55,+1.88,15.4,"B-V= +0.10, U-B= +0.07, R-I= -0.05"
Cape Photographic Durchmusterung -70°447,83.5,25.6,0.81,V,+8.09,+6.05,0.33,"B-V= +0.76, U-B= +0.27, R-I= +0.28"
Cordoba Durchmusterung -48°1982,57,18,,V,+9.74,+8.52,0.03,"B-V= +1.38, U-B= +1.22, R-I= +0.62"
Bonner Durchmusterung -4°1244,50.8,15.6,,V,+5.96,+5.00,0.87,"B-V= +0.64, U-B= +0.10, R-I= +0.22"
Beta Pictoris,62.88,19.28,1.399,V,+3.85,+2.42,9.337,"B-V= +0.17, U-B= +0.09, R-I= +0.09"
Eggen/Greenstein white dwarf 248,36.0,11.0,,wd,+14.55,+14.33,0.00016,"B-V= +0.48, U-B= -0.45"
Bonner Durchmusterung -6°1339,64,20,,V,+9.70,+8.23,0.04,"B-V= +1.33, U-B= +1.25, R-I= +0.62"
Bonner Durchmusterung +48°1318,53,16,,V,+7.83,+6.75,0.2,"B-V= +1.07, U-B= +0.74"
Bonner Durchmusterung +2°1085,86.8,26.6,0.7,V,+8.84,+6.71,0.18,"B-V= +1.02, U-B= +0.90, R-I= +0.38"
Eggen/Greenstein white dwarf 45,21.1,6.46,,wd,+14.45,+15.40,0.000060,"B-V= +1.05, U-B= +0.77, R-I= +0.29"
Bonner Durchmusterung +13°1036,91.3,28.0,0.98,IV?,+6.60,+4.37,1.56,"B-V= +0.65, U-B= +0.13, R-I= +0.22"
Cape Photographic Durchmusterung -63°498,88.9,27.3,7.42,III/IV,+4.65,+2.47,8.95,"B-V= +1.05, U-B= +0.96, R-I= +0.36"
Eggen/Greenstein white dwarf 290,26.1,7.99,,wd,+14.10,+14.59,0.00013,"B-V= +0.60, U-B= -0.14, R-I= +0.25"
Eta Leporis,49.1,15.0,1.27,III,+3.71,+2.83,6.45,"B-V= +0.33, U-B= +0.01, R-I= +0.20"
Beta Aurigae,82.1,25.2,2.92,IV,+1.90,-0.10,96.0,"B-V= +0.03, U-B= +0.05"
Cordoba Durchmusterung -37°2534,168,51.5,0.77,V,+8.59,+5.03,0.84,"B-V= +0.63, U-B= +0.05, R-I= +0.34"
Bonner Durchmusterung +18°1074,64,20,,V,+7.98,+6.52,0.2,
Catalogue Astrographique +67°1894,82,25,,V,+9.75,+7.76,0.07,"B-V= +1.25, U-B= +1.20, R-I= +0.50"
Bonner Durchmusterung +35°1334,86.1,26.4,1.03,V,+6.11,+4.00,2.18,"B-V= +0.60, U-B= +0.06"
Cordoba Durchmusterung -45°2300,87.1,26.7,1.01,IV-V,+6.35,+4.22,1.79,"B-V= +0.52, U-B= +0.00"
Bonner Durchmusterung +15°1065,50.4,15.5,0.86,V,+6.78,+5.83,0.40,"B-V= +0.81, U-B= +0.42, R-I= +0.26"
Cape Photographic Durchmusterung -59°584,89.3,27.4,0.81,V,+8.45,+6.27,0.27,"B-V= +0.85, U-B= +0.45, R-I= +0.29"
Gliese 229,18.83,5.774,0.527,V,+8.15,+9.34,0.0160,"B-V= +1.50, U-B= +1.23, R-I= +0.82"
Bonner Durchmusterung +63°0639,82,25,,V,+9.69,+7.70,0.07,"B-V= +1.21, U-B= +1.18, R-I= +0.50"
Bonner Durchmusterung +6°1155,75.4,23.1,,V,+6.88,+5.06,0.82,"B-V= +0.63, U-B= +0.13"
Cordoba Durchmusterung -41°2266,126,38.6,0.73,V,+9.31,+6.38,0.24,"B-V= +0.95, U-B= +0.68, R-I= +0.35"
Bonner Durchmusterung +70°395,83.9,25.7,0.88,V,+7.44,+5.39,0.61,"B-V= +0.77, U-B= +0.37"
Bonner Durchmusterung +10°1050,59.1,18.1,1.01,V,+6.44,+5.15,0.76,"B-V= +0.67, U-B= +0.15, R-I= +0.22"
Cordoba Durchmusterung -23°3577,54.5,16.7,,V,+6.38,+5.26,0.68,B-V= +0.72
Alpha Mensae,33.10,10.15,0.982,V,+5.08,+5.05,0.833,"B-V= +0.72, U-B= +0.33, R-I= +0.23"
71 Orionis,68.9,21.1,,V,+5.20,+3.58,3.23,"B-V= +0.44, U-B= +0.00"
74 Orionis,64.0,19.6,0.94,IV-V,+5.04,+3.58,3.23,"B-V= +0.42, U-B= -0.02"
Giclas 105-30,72.8,22.3,,wd,+16.37,+14.63,0.00012,"B-V= +0.55, U-B= -0.17"
Cordoba Durchmusterung -28°2981,71.9,22.0,,V,+6.38,+4.66,1.19,B-V= +0.62
Bonner Durchmusterung +17°1320,32.1,9.84,,V,+9.63,+9.67,0.012,"B-V= +1.49, U-B= +1.21, R-I= +0.73"
Nu(2) Canis Majoris,64.7,19.8,6.18,III,+3.95,+2.46,9.00,"B-V= +1.05, U-B= +1.01"
Bonner Durchmusterung +79°212,58.22,17.85,1.08,V,+5.45,+4.19,1.840,"B-V= +0.50, U-B= -0.02"
Bonner Durchmusterung +24°1357,57.2,17.5,1.41,V,+8.11,+6.89,0.15,"B-V= +1.02, U-B= +0.92, R-I= +0.38"
Cordoba Durchmusterung -55°1514,42.6,13.1,,V,+9.88,+9.30,0.017,"B-V= +1.31, U-B= +1.18, R-I= +0.52"
Xi Geminorum,57.2,17.5,3.77,III,+3.36,+2.14,12.1,"B-V= +0.43, U-B= +0.06"
Cordoba Durchmusterung -27°3248,86.7,26.6,1.29,V,+6.44,+4.31,1.64,"B-V= +0.54, U-B= -0.03, R-I= +0.32"
Psi(5) Aurigae,53.9,16.5,1.03,V,+5.20,+4.11,1.98,"B-V= +0.56, U-B= +0.05"
Cordoba Durchmusterung -31°3640,79.2,24.3,1.04,V,+5.92,+3.99,2.21,"B-V= +0.49, U-B= -0.04, R-I= +0.28"
Luyten 1534-1,52.1,16.0,0.0128,wd,+12.06,+11.04,0.0033,"B-V= -0.08, U-B= -0.92"
Eggen/Greenstein white dwarf 484,59.7,18.3,,wd,+15.68,+14.37,0.00016,"B-V= +0.32, U-B= -0.53"
Bonner Durchmusterung +60°1003,53.5,16.4,1.13,V,+8.59,+7.52,0.086,"B-V= +1.22, U-B= +1.17, R-I= +0.48"
Alpha Pictoris,99.0,30.3,3.00,IV,+3.27,+0.86,39.6,"B-V= +0.21, U-B= +0.13, R-I= +0.14"
Bonner Durchmusterung +47°1355,61.4,18.8,0.67,V,+8.99,+7.61,0.078,"B-V= +1.24, U-B= +1.16, R-I= +0.50"
Cordoba Durchmusterung -46°2703,82.2,25.2,1.24,III,+5.14,+3.13,4.89,"B-V= +0.45, U-B= -0.03, R-I= +0.26"
Cordoba Durchmusterung -28°3554,84.1,25.8,1.86,IV,+6.04,+3.98,2.23,"B-V= +0.72, U-B= +0.27, R-I= +0.24"
Wolf 294,18.0,5.52,0.41,V,+9.89,+11.18,0.0029,"B-V= +1.57, U-B= +1.21, R-I= +1.11"
Bonner Durchmusterung +12°1343,158,48,0.55,V,+10.58,+7.16,0.1,"B-V= +1.24, U-B= +1.23, R-I= +0.50"
37 Geminorum,56.3,17.3,1.03,V,+5.73,+4.54,1.33,"B-V= +0.57, U-B= +0.00, R-I= +0.22"
Cape Photographic Durchmusterung -55°1095,111,34.1,0.73,V,+8.16,+5.50,0.55,"B-V= +0.78, U-B= +0.37, R-I= +0.24"
Bonner Durchmusterung +30°1367a,60.8,18.6,0.62,V,+9.68,+8.33,0.040,"B-V= +1.36, U-B= +1.23, R-I= +0.62"
Cape Photographic Durchmusterung -74°421,175,53.7,0.87,V,+7.64,+3.99,2.20,"B-V= +0.53, U-B= +0.05"
Bonner Durchmusterung +14°512,68.0,20.8,,V-VI,+8.28,+6.69,0.18,
Bonner Durchmusterung -12°1724,72.8,22.3,0.83,V,+9.14,+7.40,0.096,"B-V= +1.16, U-B= +1.06, R-I= +0.50"
Eggen/Greenstein white dwarf 485,60.9,18.7,,wd,+16.57,+15.22,0.000071,"B-V= +0.96, U-B= +0.42"
Bonner Durchmusterung +48°1469,66.6,20.4,,V,+7.99,+6.44,0.23,"B-V= +0.99, U-B= +0.87"
Catalogue Astrographique +68°2911,49.8,15.3,,V,+11.95,+11.03,0.0034,"B-V= +1.53, R-I= +1.08"
Cordoba Durchmusterung -25°3913,47.7,14.6,0.86,V,+6.71,+5.89,0.38,"B-V= +0.89, U-B= +0.62, R-I= +0.30"
Cape Photographic Durchmusterung -61°754,60.03,18.41,0.87,IV-V,+6.82,+5.50,0.551,"B-V= +0.80, U-B= +0.43, R-I= +0.39"
Luyten 886-6,41,13,,wd,+15.27,+14.76,0.0001,B-V= +0.88
Cape Photographic Durchmusterung -67°686,290,88.8,27.7,III,+5.17,+0.42,59.0,"B-V= +1.40, U-B= +1.65, R-I= +0.52"
Bonner Durchmusterung -6°1902,61.0,18.7,,V,+8.38,+7.02,0.14,"B-V= +1.08, U-B= +0.96, R-I= +0.40"
Bonner Durchmusterung +29°1441,62.3,19.1,1.64,V,+5.92,+4.52,1.36,"B-V= +0.60, U-B= +0.04, R-I= +0.21"
Bonner Durchmusterung -6°15,83.2,25.5,,V,+10.86,+8.82,0.026,"B-V= +1.47, U-B= +1.18, R-I= +0.72"
Luyten 866-22,115,35.2,,V,+10.99,+8.26,0.043,"B-V= +1.42, U-B= +1.20, R-I= +0.73"
Bonner Durchmusterung -10°47,67.7,20.8,,V,+9.92,+8.33,0.041,"B-V= +1.33, U-B= +1.16, R-I= +0.59"
Cape Photographic Durchmusterung -46°29,58.6,18.0,,V?,+10.41,+9.14,0.019,"B-V= +1.48, U-B= +1.21, R-I= +0.76"
Cordoba Durchmusterung -51°89,68.8,21.1,,V,+11.87,+10.25,0.0069,"B-V= +1.48, R-I= +1.00"
Cape Photographic Durchmusterung -63°51,84.0,25.7,,V,+9.65,+7.60,0.080,"B-V= +1.35, R-I= +0.63"
Cordoba Durchmusterung -44°170,74.7,22.9,,V,+11.41,+9.61,0.013,"B-V= +1.49, U-B= +1.10, R-I= +0.83"
Bonner Durchmusterung +23°97,138,42.3,,V,+10.97,+7.84,0.064,"B-V= +1.34, U-B= +1.10, R-I= +0.63"
Luyten 219-8,70.4,21.6,,V,+10.76,+9.09,0.020,"B-V= +1.43, R-I= +0.75"
Catalogue Astrographique +9°2-34,52.9,16.2,,V,+10.90,+9.85,0.010,"B-V= +1.50, U-B= +1.20, R-I= +0.89"
Wolf 33,60.1,18.4,,V,+10.66,+9.33,0.016,"B-V= +1.39, R-I= +0.69"
Cordoba Durchmusterung -28°302,42.7,13.1,,V,+11.77,+11.18,0.0029,"B-V= +1.57, U-B= +1.14, R-I= +1.19"
Cordoba Durchmusterung -26°323,107,32.9,,V,+9.96,+7.37,0.098,"B-V= +1.11, U-B= +1.05, R-I= +0.41"
Cape Photographic Durchmusterung -68°41,26.5,8.14,,,+9.80,+10.24,0.0070,"B-V= +1.54, U-B= +1.17, R-I= +1.08"
Luyten 293-94,109,33,,,+11.54,+8.93,0.02,"B-V= +1.44, R-I= +0.91"
Cordoba Durchmusterung -42°469,55.0,16.9,,V,+10.15,+9.02,0.022,"B-V= +1.40, U-B= +1.10, R-I= +0.69"
Cordoba Durchmusterung -47°399,76.3,23.4,,V,+11.00,+9.15,0.019,"B-V= +1.44, R-I= +0.85"
Luyten 654-28,57.8,17.7,,V,+11.16,+9.92,0.0094,"B-V= +1.50, U-B= +1.20, R-I= +0.84"
Cape Photographic Durchmusterung -47°195,131,40.1,,,+9.87,+6.85,0.16,"B-V= +1.16, U-B= +1.14, R-I= +0.57"
Cordoba Durchmusterung -42°594,82,25,,V,+11.19,+9.20,0.02,R-I= +0.78
Bonner Durchmusterung -17°400,97.5,29.9,,V,+10.89,+8.51,0.034,R-I= +0.74
Bonner Durchmusterung +60°637,120,37,,V or III,+10.14,+7.31,0.1,"B-V= +1.32, R-I= +0.64"
Bonner Durchmusterung -12°662,70.7,21.7,,V,+10.00,+8.32,0.041,"B-V= +1.42, U-B= +1.30, R-I= +0.66"
Gliese 143.3,63.6,19.5,,VI,+12.27,+10.82,0.0041,"B-V= +1.55, U-B= +1.00, R-I= +1.00"
Bonner Durchmusterung -2°0690,146,44.9,,,+6.96,+3.70,2.88,"B-V= +0.96, U-B= +0.76, R-I= +0.34"
Cordoba Durchmusterung -37°1501,82.6,25.3,,V,+12.13,+10.11,0.0079,"B-V= +1.45, U-B= +1.04, R-I= +0.93"
Catalogue Astrographique +82°779,113,34.7,,V,+10.80,+8.10,0.050,"B-V= +1.44, U-B= +1.25, R-I= +0.71"
Bonner Durchmusterung -21°784,76.7,23.5,,V,+9.70,+7.84,0.063,"B-V= +1.22, U-B= +1.14, R-I= +0.48"
Luyten 374-20,164,50.2,,,+10.94,+7.44,0.092,"B-V= +1.13, R-I= +0.62"
Bonner Durchmusterung +54°886,111,34.0,,,+9.47,+6.81,0.16,"B-V= +1.04, U-B= +0.91, R-I= +0.38"
Cordoba Durchmusterung -36°2458,48.9,15.0,,V,+10.72,+9.84,0.010,"B-V= +1.48, U-B= +1.11, R-I= +0.90"
Bonner Durchmusterung -9°1261,125,38.3,,V,+10.71,+7.79,0.067,"B-V= +1.17, U-B= +1.04, R-I= +0.48"
Cordoba Durchmusterung -22°3005,80,25,,V,+10.76,+8.80,0.03,"B-V= +1.44, U-B= +1.23, R-I= +0.98"
Cape Photographic Durchmusterung -43°912,78.9,24.2,,,+10.58,+8.66,0.030,"B-V= +1.48, U-B= +1.23, R-I= +0.73"
Cape Photographic Durchmusterung -49°990,49.3,15.1,,V-VI,+9.61,+8.72,0.028,"B-V= +1.46, U-B= +1.22, R-I= +0.76"
